cnpj_fornecedor;nome_fornecedor;cod_produto_xml;descricao_produto_xml;id_sistema_sugerido;descricao_sistema_sugerida;CONFIRMAR_ID_SISTEMA
1715468000125;OFF PAPER INDUSTRIA;100120;PAPEL METALIZADO BRANCO A4 150G 15 FLS;;;
1715468000125;OFF PAPER INDUSTRIA;100125;PAPEL METALIZADO ROSA A4 150G 15 FLS;;;
1715468000125;OFF PAPER INDUSTRIA;100106;OFF STICK - BLOCO ADESIVO PARA RECADO 38MM X 50MM;;;
1715468000125;OFF PAPER INDUSTRIA;100114;OFF STICK - MARCADOR ADESIVO;;;
1715468000125;OFF PAPER INDUSTRIA;6;OPALINE BRANCO A4 180G 50 FLS;;;
1715468000125;OFF PAPER INDUSTRIA;9;COUCHE BRANCO A4 170G 50 FLS;;;
1715468000125;OFF PAPER INDUSTRIA;23;PAPEL KRAFT NATURAL A4 240G 50 FLS;1027038;PAPEL KRAFT NATURAL A4 180G;1027038
7704203000108;MOURA ACESSORIOS MUSICAIS LTDA;153;SLAB10 DIST - ENC SOLEZ VIOLÃO BRASS 0.010 DISTRIBUIDOR;;;
7704203000108;MOURA ACESSORIOS MUSICAIS LTDA;149;SLG9 DIST - ENC. GUITARRA SOLEZ DLP 0.009 DISTRIBUIDOR;;;
7704203000108;MOURA ACESSORIOS MUSICAIS LTDA;150;SLG10 DIST - ENC. GUITARRA SOLEZ DLP 0.010 DISTRIBUIDOR;;;
10588201000105;ZAP GRAFICA ONLINE LTDA;20011644;CARTOES DE VISITA COUCHE 300G LAM FOSCA FRENTE E VERNIZ LOCALIZADO FRENTE;7761918;CARTOES DE VISITA COUCHE 300G FRENTE E VERSO;7761918
18181313000159;LASSANE TECNOLOGIA EM ENCADERNACOES LTDA;26751;GUILHOTINA GSI 510 PLUS;;;
18181313000159;LASSANE TECNOLOGIA EM ENCADERNACOES LTDA;2583;FACA GSI 510 587X75X9,1MM;;;
18181313000159;LASSANE TECNOLOGIA EM ENCADERNACOES LTDA;87070;PERFUR DUPLAMATIC CONJUGADA 2X1 QD OFICIO;;;
18181313000159;LASSANE TECNOLOGIA EM ENCADERNACOES LTDA;6604;GARRA DUP ANEL 5/8 23A BRANCO CX50;;;
18181313000159;LASSANE TECNOLOGIA EM ENCADERNACOES LTDA;6666;GARRA DUP ANEL 7/8 23A BRANCO CX50;;;
18181313000159;LASSANE TECNOLOGIA EM ENCADERNACOES LTDA;6322;GARRA DUP ANEL 1 23A BRANCO CX50;;;
18181313000159;LASSANE TECNOLOGIA EM ENCADERNACOES LTDA;3099;CEPO GSI-51 700X12,7X12,7;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15384;Lancheira Hello Kitty R - 15384 - Artigo Escolar;1037915;LANCHEIRA HELLO KITTY;1037915
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15380;Mala com Rodas 16 Hello Kitty R - 15380 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15392;Mochila 16 Hello Kitty S - 15392 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15394;Lancheira Hello Kitty S - 15394 - Artigo Escolar;1037915;LANCHEIRA HELLO KITTY;1037915
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15397;Estojo Triplo Hello Kitty S - 15397 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;14924;Lancheira Spider-Man X1 - 14924 - Artigo Escolar;1037916;LANCHEIRA SPIDER-MAN;1037916
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;14925;Estojo Simples Spider-Man X1 - 14925 - Artigo Escolar;1037937;ESTOJO SIMPLES SPIDER-MAN;1037937
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;14920;Mala com Rodas 16 Spider-Man X1 - 14920 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;13070;Mala com Rodas 16 Bela X - 13070 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;13074;Lancheira Bela X - 13074 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;13075;Estojo Simples Bela X - 13075 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;14780;Mala com Rodas 16 Moana Y - 14780 - Artigo Escolar;1013007;MALA COM RODAS 16 MORANGUINHO DRESS UP;1013007
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;14968;Mala com Rodas Alcas 17 Spider-Man SE - 14968 - Artigo Escolar;1028122;MALA COM RODAS ALCAS 16 XERYUS COLLEGE;1028122
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;13211;Mala com Rodas 14 Minnie R1 - 13211 - Artigo Escolar;1015528;MALA COM RODAS 14 MINIONS STRIPES;1015528
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;13214;Lancheira Minnie R1 - 13214 - Artigo Escolar;1028280;LANCHEIRA MINNIE R1;1028280
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;16421;Mochila B05 Esportiva Corinthians - 16421;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;14009;Mochila 13 Esportiva Flamengo - 14009;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;16652;Mochila B04 Esportiva Barcelona - 16652;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;16632;Mochila 16 Barcelona R - 16632 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;16647;Estojo Triplo Barcelona S - 16647 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;16634;Lancheira Barcelona R - 16634 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15386;Estojo Duplo Hello Kitty R - 15386 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15440;Mochila 17 Hello Kitty Teen - Puffer Glitter - 15440 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15441;Estojo Multi Hello Kitty Teen - Puffer Glitter - 15441 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;16108;Mala com Rodas Alcas 16  Kuromi Y - 16108 - Artigo Escolar;1028122;MALA COM RODAS ALCAS 16 XERYUS COLLEGE;1028122
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15920;Mala com Rodas 16 Petit Brownie - 15920 - Artigo Escolar;1013004;MALA COM RODAS 16 PEPPA 3D;1013004
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15860;Mala com Rodas 17 College Brownie - 15860 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;15864;Lancheira College Brownie - 15864 - Artigo Escolar;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;16472;Mochila B03 Esportiva Palmeiras - 16472;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;16600;Mochila B01 Esportiva Sao Paulo - 16600;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;16379;Mochila B13 Esportiva Flamengo - 16379;;;
7764744000202;XERYUS IMP. DISTRIB. DE ARTIGOS P/ VESTUARIO LTDA;16428;Necessaire N01 Esportiva Corinthians - 16428;;;
9192855000136;ABR ART BAG RIO COMERCIO IMPORTACAO E EXPORTACAO LTDA;MF24051;ESTOJO SIMPLES 5X20X5 MF24051;;;
9192855000136;ABR ART BAG RIO COMERCIO IMPORTACAO E EXPORTACAO LTDA;BF24668K;MOCHILA DE CARRINHO 16" BF24668K;1024823;MOCHILA DE CARRINHO FORÇA 4;1024823
19932057000157;UP IMPORTACAO E EXPORTACAO LTDA-ME;CP24502D;MOCHILA DE COSTAS 13" CP24502D;;;
19932057000157;UP IMPORTACAO E EXPORTACAO LTDA-ME;RB24516;MOCHILA DE COSTAS 17" RB24516;;;
19932057000157;UP IMPORTACAO E EXPORTACAO LTDA-ME;LU24600;MOCHILA DE COSTAS 17,5" LU24600;;;
19932057000157;UP IMPORTACAO E EXPORTACAO LTDA-ME;LO24655;MOCHILA DE COSTAS 18" LO24655;;;
19932057000157;UP IMPORTACAO E EXPORTACAO LTDA-ME;FR24644;ESTOJO SIMPLES 22X14X6CM FR24644;;;
19932057000157;UP IMPORTACAO E EXPORTACAO LTDA-ME;FR24643;MOCHILA DE COSTAS 18" FR24643;;;
19932057000157;UP IMPORTACAO E EXPORTACAO LTDA-ME;FR24645;MOCHILA DE COSTAS 17,5" FR24645;;;
19932057000157;UP IMPORTACAO E EXPORTACAO LTDA-ME;LU24641;ESTOJO DUPLO 22X16X6CM LU24641;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;533208;ALICATE APLICADOR ILHOS ALUMINIO 13822-8 ATACADO - CARTELA UNID - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;533205;ALICATE VAZADOR APLICADOR ILHOS 13822-25 ATACADO - CARTELA UNID - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;357232;FITA BANANA DUPLA FACE ESPUMA 1 8CMX1M R.24299-01 ATACADO - CARTELA UNID - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;357233;FITA BANANA DUPLA FACE ESPUMA 1 8CMX2 7M R.24299-02 ATACADO - CARTELA UNID - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;357327;FITA BANANA DUPLA FACE ESPUMA 3 4CMX2 7M R.24299-03 ATACADO - CARTELA UNID - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;762539;MARCADOR KIT C/ BRILHO AMARELO ATACADO - CARTELA C/9 - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;762535;MARCADOR KIT C/ BRILHO LILAS ATACADO - CARTELA C/9 - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;762536;MARCADOR KIT C/ BRILHO OURO ATACADO - CARTELA C/9 - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;762538;MARCADOR KIT C/ BRILHO PINK ATACADO - CARTELA C/9 - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;762537;MARCADOR KIT C/ BRILHO PRATA ATACADO - CARTELA C/9 - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;762486;MARCADOR KIT C/ BRILHO VERDE ATACADO - CARTELA C/9 - KIT;;;
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;309084;MINIATURA PREGADOR 2.5CM THE123 CRU ATACADO - PCT C/100 - KIT;1034863;MINIATURA PREGADOR 2.5CM COLORIDO;1034863
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;707900;MINIATURA PREGADOR 2.5CM THE123C COLORIDO ATACADO - PCT C/100 - KIT;1034863;MINIATURA PREGADOR 2.5CM COLORIDO;1034863
8198623000203;CASTRO E CASTRO COMERCIO E IMPORTACAO LT;309082;MINIATURA PREGADOR 3.5CM THE122 CRU ATACADO - PCT C/50 - KIT;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;67000;HIDROGRAFICA NEO-PEN-GIGANTE C/24-PCT/5;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;77000;HIDROGRAFICA NEO-PEN-MIRIM C/12-PCT/5;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;81000;HIDROGRAFICA COMPACTOR COLOR C/12-PCT/5;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;111000;ABC 75mm-CX/5;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;851004;ESFEROGRAFICA 07-CX/100-PRETA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;882001;PINCEL MARCADOR AVULSO-CX/12 AZUL;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;882002;PINCEL MARCADOR AVULSO-CX/12 VERMELHA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;882004;PINCEL MARCADOR AVULSO-CX/12 PRETA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;890000;COLA POLAR BRANCA 40g-DI/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;892000;COLA POLAR BRANCA 90g-DI/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;906000;COLA POLAR ISOPOR 40g-DI/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;908000;COLA POLAR ISOPOR 90 g-DI/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1546001;MICROLINE AVULSO-CX/12 AZUL;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1546002;MICROLINE AVULSO-CX/12 VERMELHA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1546003;MICROLINE AVULSO-CX/12 VERDE;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1546004;MICROLINE AVULSO-CX/12 PRETA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1546014;MICROLINE AVULSO-CX/12 ROSA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1546015;MICROLINE AVULSO-CX/12 TURQUESA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1552000;HIDROGRAFICA COMPACTOR COLOR C/24-PCT/5;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1600001;MARCADOR COMPACTOR QB AVULSO-CX/12 AZUL;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1600002;MARCADOR COMPACTOR QB AVULSO-CX/12 VERMELHA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1600003;MARCADOR COMPACTOR QB AVULSO-CX/12 VERDE;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1600004;MARCADOR COMPACTOR QB AVULSO-CX/12 PRETA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1600007;MARCADOR COMPACTOR QB AVULSO-CX/12 LARANJA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1600008;MARCADOR COMPACTOR QB AVULSO-CX/12 VIOLETA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1600014;MARCADOR COMPACTOR QB AVULSO-CX/12 ROSA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1600015;MARCADOR COMPACTOR QB AVULSO-CX/12 TURQUESA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1714000;ABC 25mm-CX/5;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1920000;HIDROGRAFICA NEO-PEN-GIG CX/12 - PCT/5;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1944001;ROLLER ONE BUSINESS CX/10-AZUL;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1987001;ESFEROGRAFICA ECONOMIC -CX/100 AZUL;20162605;CANETA ESFEROGRAFICA ECONOMICA AZUL COMPACTOR;20162605
30742555000170;COMPANHIA DE CANETAS COMPACTOR;1987004;ESFEROGRAFICA ECONOMIC -CX/100 PRETA;20162605;CANETA ESFEROGRAFICA ECONOMICA AZUL COMPACTOR;20162605
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2104001;CAIXA MASTER 07- 15/100 - AZUL;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2184999;MARCADOR COMPACTOR DESTAQ-DI 120;1004739;MARCADOR COMPACTOR DESTAQ ROSA;1004739
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2348000;CORRETOR RETOCK LIQUIDO PLUS 18ml-DI/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2361017;MARCADOR T-SHIRT-CX/6 - BRANCO;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2367000;COLA LIQUIDA 50 G-DI/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2378999;MARCADOR JOB DI/150-SORTIDO;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2384000;COLA BASTAO 8G - DI/24;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2426000;CORRETOR FITA RETOCK 12M BL/1 - CX/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2430001;ESFEROGRAFICA ECONOMIC FINA-CX/100 AZUL;20162605;CANETA ESFEROGRAFICA ECONOMICA AZUL COMPACTOR;20162605
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2430004;ESFEROGRAFICA ECONOMIC FINA-CX/100 PRETA;20162605;CANETA ESFEROGRAFICA ECONOMICA AZUL COMPACTOR;20162605
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2431001;REABASTECEDOR P/MARCADOR QB 30ml-CX/12 AZUL;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2431002;REABASTECEDOR P/MARCADOR QB 30ml-CX/12 VERMELHA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2431003;REABASTECEDOR P/MARCADOR QB 30ml-CX/12 VERDE;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2431004;REABASTECEDOR P/MARCADOR QB 30ml-CX/12 PRETA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2431007;REABASTECEDOR P/MARCADOR QB 30ml-CX/12 LARANJA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2431008;REABASTECEDOR P/MARCADOR QB 30ml-CX/12 VIOLETA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2431014;REABASTECEDOR P/MARCADOR QB 30ml-CX/12 ROSA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2431015;REABASTECEDOR P/MARCADOR QB 30ml-CX/12 TURQUESA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2458001;ESFEROGRAFICA 07 POP-POTE/100-AZUL;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2581001;REABASTECEDOR P/PINCEL 30ml-CX/12 AZUL;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2581002;REABASTECEDOR P/PINCEL 30ml-CX/12 VERMELHA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2581004;REABASTECEDOR P/PINCEL 30ml-CX/12 PRETA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2602000;COLA POLAR BRANCA 90g(GALINHA PINTADINHA)-DI/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2753999;MARCADOR JOB DI/85 CORES PASTEIS-SORTIDO;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2770001;ESFEROGRAFICA 07 VIP RETRATIL FINA CX/12 -AZUL;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2770004;ESFEROGRAFICA 07 VIP RETRATIL FINA CX/12 -PRETA;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2776000;COLA BASTAO 40G - DI/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2779000;CORRETOR FITA RETOCK POP 6M BL/1 - CX/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2860000;COLA POLAR BRANCA 500 g(NOVA TAMPA)-CX/12;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2974001;ESFEROGRAFICA 07 COPA-POTE/100-AZUL;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;2982000;COLA BASTAO C/GLITTER 8G - DI/24;;;
30742555000170;COMPANHIA DE CANETAS COMPACTOR;3047999;ESFEROGRAFICA JET LUX III- DI/112 SORTIDO;;;
7413383000179;SEANITE INTERNACIONAL DE MODAS LTDA;BF43423;BOLSA PARA LAPTOP ATE 15";;;
7413383000179;SEANITE INTERNACIONAL DE MODAS LTDA;CP43424;PORTA GARRAFA TERMICO;;;
7413383000179;SEANITE INTERNACIONAL DE MODAS LTDA;ES43327;ESTOJO BOX FEMININO;;;
7413383000179;SEANITE INTERNACIONAL DE MODAS LTDA;ES43329;ESTOJO BOX JUMBO FEMININO;;;
7413383000179;SEANITE INTERNACIONAL DE MODAS LTDA;LA43326;LANCHEIRA TERMICA FEMININA;1036319;LANCHEIRA TERMICA FEMININO;1036319
7413383000179;SEANITE INTERNACIONAL DE MODAS LTDA;LA43336;LANCHEIRA TERMICA FEMININA;1036319;LANCHEIRA TERMICA FEMININO;1036319
7413383000179;SEANITE INTERNACIONAL DE MODAS LTDA;MJ43324;MOCHILA FEMININA 18";;;
7413383000179;SEANITE INTERNACIONAL DE MODAS LTDA;ML43334;MOCHILA LAPTOP FEMININA 18";1031470;MOCHILA LAPTOP FEMININO AZUL;1031470
7413383000179;SEANITE INTERNACIONAL DE MODAS LTDA;SB43411;BOLSA TRANSVERSAL;1031402;BOLSA TRANSVERSAL COCA-COLA LINK;1031402
59596908000748;A.W. FABER-CASTELL S.A.;032/CHA;TRILUX COLORS PRATA - CARTUCHO C/12 UNI. (1 X 12) 7754111015370;;;
59596908000748;A.W. FABER-CASTELL S.A.;032/OURO;TRILUX COLORS OURO - CARTUCHO C/12 UNI. (1 X 12) 7754111003070;;;
59596908000748;A.W. FABER-CASTELL S.A.;LP/07ZP;LAPISEIRA Z-PENCIL MIX 0.7MM (1 X 12) 7891360662921;1027159;LAPISEIRA Z-PENCIL MIX 0.7MM;1027159
59596908000748;A.W. FABER-CASTELL S.A.;LP/05ZP;LAPISEIRA Z-PENCIL MIX 0.5MM (1 X 12) 7891360662914;1027159;LAPISEIRA Z-PENCIL MIX 0.7MM;1027159
59596908000748;A.W. FABER-CASTELL S.A.;155763;MARCA TEXTO GEL VERDE (1 X 6) 8802946506286;;;
59596908000748;A.W. FABER-CASTELL S.A.;155728;MARCA TEXTO GEL ROSA (1 X 6) 8802946506293;;;
59596908000748;A.W. FABER-CASTELL S.A.;155707;MARCA TEXTO GEL AMARELO (1 X 6) 8802946506309;;;
59596908000748;A.W. FABER-CASTELL S.A.;MP2P/PR;MARCADOR PERMANENTE DUAS PONTAS PRETO (1 X 12) 7891360668947;1015268;MARCADOR PERMANENTE PILOT;1015268
59596908000748;A.W. FABER-CASTELL S.A.;MP2P/AZ;MARCADOR PERMANENTE DUAS PONTAS AZUL (1 X 12) 7891360668923;1015268;MARCADOR PERMANENTE PILOT;1015268
59596908000748;A.W. FABER-CASTELL S.A.;120112+3MET;ECOLÁPIS 12+3 METÁLICOS FSC* (1 X 12) 7891360679578;;;
59596908000748;A.W. FABER-CASTELL S.A.;7024POSBR;BORRACHA FANTASIA POSTER BRANCA (1 X 24) 7891360685418;;;
59596908000748;A.W. FABER-CASTELL S.A.;125POSZF;APONTADOR COM DEPOSITO POSTER (1 X 25) 7891360678793;1031267;APONTADOR COM DEPOSITO PETS;1031267
44990901000143;ACCO BRANDS BRASIL LTDA;792811;CAD CD UNIV NATURALIS 10M 160F 7891027291440 PC/4;;;
44990901000143;ACCO BRANDS BRASIL LTDA;799637;CAD CD COLEG D+ FEM 10M 200F 7891027348823 PC/4;;;
44990901000143;ACCO BRANDS BRASIL LTDA;798771;CAD CD COLEG LOVELAND 10M 160 7891027333003 PC/4;;;
44990901000143;ACCO BRANDS BRASIL LTDA;797341;CAD CD COLEG NEON KORI 1M 80F 7891027310257 PC/4;;;
44990901000143;ACCO BRANDS BRASIL LTDA;792322;CAD CD COLEG EXEC SHINE 80F 7891027311438 PC/4;;;
44990901000143;ACCO BRANDS BRASIL LTDA;151467;RECIBO COMERCIAL C/C 100F 7891027151461 PC/10;;;
44990901000143;ACCO BRANDS BRASIL LTDA;151459;RECIBO COMERCIAL C/C 50F 7891027151454 PC/20;;;
44990901000143;ACCO BRANDS BRASIL LTDA;155454;RECIBO COMERCIAL S/C PEQ 50F 7891027155452 PC/20;;;
44990901000143;ACCO BRANDS BRASIL LTDA;154008;PEDIDO DE MESA 50X2 VIAS 7891027154004 PC/20;;;
44990901000143;ACCO BRANDS BRASIL LTDA;234389;PEDIDO 1/32 PEQ 40X2 VIAS 7891027234386 PC/20;;;
44990901000143;ACCO BRANDS BRASIL LTDA;234796;PEDIDO 1/32 PEQ 50F 7891027234799 PC/20;;;
44990901000143;ACCO BRANDS BRASIL LTDA;150177;CONTRATO DE LOCACAO 100F 7891027150174 PC/5;1001587;CONTRATO DE LOCACAO UNIDADE;1001587
44990901000143;ACCO BRANDS BRASIL LTDA;151521;MOVIMENTO CAIXA GDE 100F 7891027151522 PC/10;;;
44990901000143;ACCO BRANDS BRASIL LTDA;156540;MOVIMENTO CAIXA PEQ 100F 7891027156541 PC/10;;;
44990901000143;ACCO BRANDS BRASIL LTDA;234818;NOTA NEUTRA 1/32 PEQ 40X2 VIAS 7891027234812 PC/20;;;
44990901000143;ACCO BRANDS BRASIL LTDA;229237;NOTA NEUTRA 1/32 PEQ 50F 7891027229238 PC/20;;;
44990901000143;ACCO BRANDS BRASIL LTDA;155446;NOTA PROMISSORIA PEQUENA 50F 7891027155445 PC/10;;;
44990901000143;ACCO BRANDS BRASIL LTDA;151351;NOTA PROMISSORIA 50F 7891027151355 PC/20;;;
44990901000143;ACCO BRANDS BRASIL LTDA;158224;RASCUNHO C/SERRILHA 80F 7891027158224 PC/20;;;
44990901000143;ACCO BRANDS BRASIL LTDA;120596;LVO ATAS S/MARGEM 100F 7891027120597 PC/5;;;
44990901000143;ACCO BRANDS BRASIL LTDA;120600;LVO ATAS S/MARGEM 200F 7891027120603 PC/3;;;
44990901000143;ACCO BRANDS BRASIL LTDA;120588;LVO ATAS S/MARGEM 50F 7891027120580 PC/10;;;
44990901000143;ACCO BRANDS BRASIL LTDA;120847;LVO PONTO 4 ASSINATUR GDE 100F 7891027120849 PC/5;;;
60840691000163;Comercio e Importacao Sertic Ltda.;5.7812;CIS CANETA ESF CLUB POTE COM 50 UN;;;
60840691000163;Comercio e Importacao Sertic Ltda.;5.7813;CIS CANETA ESF CLUB CX C/12 AZUL;;;
60840691000163;Comercio e Importacao Sertic Ltda.;5.7814;CIS CANETA ESF CLUB CX C/12 PRETA;;;
60840691000163;Comercio e Importacao Sertic Ltda.;56.24;PENTONIC CAN. ESFER 0,7MMDP C/50;;;
60840691000163;Comercio e Importacao Sertic Ltda.;57.58;CIS FUSION GRIP CAN ESF 0,7MM AZ C/12#;;;
60840691000163;Comercio e Importacao Sertic Ltda.;57.59;CIS FUSION GRIP CAN ESF 0,7MM PT C/12#;;;
60840691000163;Comercio e Importacao Sertic Ltda.;57.6;CIS FUSION GRIP CAN ESF 0,7MM VM C/12#;;;
60840691000163;Comercio e Importacao Sertic Ltda.;34.49;CIS NEOTIP CAN.ESF. VM 0,7MMPOTE C/50;;;
60840691000163;Comercio e Importacao Sertic Ltda.;34.48;CIS NEOTIP CAN.ESF. PT 0,7MMPOTE C/50;;;
