key;cEAN;cProd;xProd;maxPrice
7896326922347;7896326922347;34.19;508NF1041 CAN STABILO BILLE FINE AZ C/10;40.35
7896326922354;7896326922354;34.2;508NF1046 CAN.STABILO BILLE FINE PT C/10;40.35
7896326922361;7896326922361;34.21;508NF1040 CAN STABILO BILLE FINE VM C/10;40.35
7909438055596;7909438055596;5.7411;70/30-2 STABILO BOSS NATURE COLORS C/30;167.7
7896326939680;7896326939680;32.0401;288/2B LAPIS PT ST. EXAM GRADE CX /12;19.44
7909438011653;7909438011653;56.95;1196 BORRACHA STABILO SUPREME CX C/10;29.28
7898587274807;7898587274807;48.831;SL102 CAPA PARA NOTEBOOK PR/CZ;33.32
7898587272681;7898587272681;48.8309;SL101 CASE PARA LAPTOP;38.07
7898587270861;7898587270861;48.7296;SL100 CAPA PARA NOTEBOOK 15.6;32.72
7898587276054;7898587276054;50.0073;FT100 - LOCALIZADOR INTELIGENTE;76.8
7909438022536;7909438022536;66;CIS MINUS CANETA ESF 0,4MM DP C/24;49.4
7896326950197;7896326950197;118.6;88/41STABILO POINT AZUL ESC CX C/10;42.89
7896326914489;7896326914489;114.26;70/55STABILO BOSS VIOLETA CX C/10;55.9
7909438018959;7909438018959;59.98;GRAFITE 1,3MM TUBO C/6 CX C/12;12.75
7909438072050;7909438072050;5.8393;CANETA CISMOVE RT DISPLAY C/24 UN;39.7
7909438070926;7909438070926;5.8349;CIS CANETA VORTEX 0.7MM DP C/50 UN;54.08
7909438070759;7909438070759;5.8335;CIS CANETA RETRATIL KNOX DP C/18 UN;38.48
7909438066950;7909438066950;5.8206;CANETA CIS TRITON CX C/12 UN PRETA;11.07
7891027396114;7891027396114;396117;CAD CPP UNIV NEON FIT M 1M 80 7891027396114 PC/5;74.66
7891027356262;7891027356262;356263;CAD CD UNIV ABACUTE 10M 160F 7891027356262 PC/4;80.29
7891027359133;7891027359133;359131;CAD CD UNIV BE BER 10M 160F 7891027359133 PC/4;80.29
7891027359195;7891027359195;359190;CAD CD UNIV CAPYCLUB 10M 160F 7891027359195 PC/4;86.05
7891027396077;7891027396077;396079;CAD CPP UNIV NEON FIT F 10M160 7891027396077 PC/4;83.48
7891027396107;7891027396107;396109;CAD CPP UNIV NEON FIT M 10M160 7891027396107 PC/4;83.48
7891027305451;7891027305451;305456;CAD CD UNIV HAPPY 12M 192F 7891027305451 PC/4;90.5
7891027359409;7891027359409;359408;CAD CD UNIV SOHO 12M 192F 7891027359409 PC/4;93.66
7891027305468;7891027305468;305464;CAD CD UNIV HAPPY 16M 256F 7891027305468 PC/2;60.83
7891027340766;7891027340766;340766;CAD CD UNIV SOHO 16M 256F 7891027340766 PC/2;62.96
7891027305475;7891027305475;305472;CAD CD UNIV HAPPY 20M 320F 7891027305475 PC/2;74.28
7891027340773;7891027340773;340774;CAD CD UNIV SOHO 20M 320F 7891027340773 PC/2;76.88
7891027235598;7891027235598;235598;CAD CD COLEG WEST V MT 10M 160 7891027235598 PC/4;72.46
7891027395049;7891027395049;395048;CAD ESP CPP 1/4 NEON FIT M 80F 7891027395049 PC/4;32.86
7891027396497;7891027396497;396494;CADTA GRAMP FX MINI CHARME 32F 7891027396497 PC/5;9.18
7891027396503;7891027396503;396508;CADTA GRAMP FX 1/8 CHARME 32F 7891027396503 PC/5;13.31
7891027395056;7891027395056;395056;CADTA ESP CPP1/8 NEON FIT F 80 7891027395056 PC/5;28.57
7891027395117;7891027395117;395111;CADTA ESP CPP1/8 NEON FIT M 80 7891027395117 PC/5;28.57
7891027341961;7891027341961;341967;CADTA GRAMP FX MINI SOHO 32F 7891027341961 PC/5;11.52
7891027292461;7891027292461;292460;CADTA GRAMP FX 1/8 WEST V 32F 7891027292461 PC/5;16.31
7891027144845;7891027144845;144843;AGENDA ESP D+ FEM M4 7891027144845 PC/4;41.13
7891027291075;7891027291075;291072;AGENDA ESP D+ MASC M4 7891027291075 PC/4;41.13
7891027151904;7891027151904;151904;AGENDA COST FEMININE 2D M4 7891027151904 PC/8;82.26
7891027393717;7891027393717;393711;AGENDA ESP SPICE CORES M3 7891027393717 PC/4;30.43
7891027391027;7891027391027;391026;AGENDA ESP SPICE PT M3 7891027391027 PC/4;30.43
7891027179601;7891027179601;179604;AGENDA ESP PEPPER FEM M4 7891027179601 PC/4;33.95
7891027179038;7891027179038;179035;AGENDA ESP PEPPER MASC M4 7891027179038 PC/4;33.95
7891027393724;7891027393724;393720;AGENDA ESP SPICE FEM M3 7891027393724 PC/4;30.43
7891027393755;7891027393755;393754;AGENDA ESP SPICE FEM M5 7891027393755 PC/4;38.53
7891027393762;7891027393762;393762;AGENDA ESP SPICE MASC M5 7891027393762 PC/4;38.53
7891027179380;7891027179380;179388;AGENDA ESP COMERCIAL IDEALE M8 7891027179380 PC/5;153.67
7891027178871;7891027178871;178870;AGENDA ESP SPOT FEMININA M9 7891027178871 PC/4;162.38
7891027145545;7891027145545;145548;AGENDA COST NAPOLI FEM M5 7891027145545 PC/4;72.51
7891027312206;7891027312206;312207;AGENDA COST NAPOLI M7 7891027312206 PC/4;107.85
7891027347727;7891027347727;347728;AGENDA COST TORINO CORES M5 7891027347727 PC/4;90.04
7891027347734;7891027347734;347736;AGENDA ESP LUME M7 7891027347734 PC/4;180.68
7891027347772;7891027347772;347779;AGENDA ESP NAPOLI CORES M5 7891027347772 PC/5;90.63
7891027145538;7891027145538;145530;AGENDA ESP NAPOLI FEM M5 7891027145538 PC/5;90.63
7891027141639;7891027141639;141631;AGENDA ESP PERM NAPOLI M5 7891027141639 PC/5;90.63
7891027312213;7891027312213;312215;AGENDA ESP VANILLA M7 7891027312213 PC/4;182.44
7891027393823;7891027393823;393827;AGENDA ESP ABACUTE M3 7891027393823 PC/4;44.15
7891027354855;7891027354855;354856;AGENDA ESP GLOW M4 7891027354855 PC/5;90.8
7891027393793;7891027393793;393797;AGENDA ESP HAPPY M4 7891027393793 PC/5;66.26
7891027393809;7891027393809;393801;AGENDA ESP MAGIC M4 7891027393809 PC/5;66.26
7891027356606;7891027356606;356603;AGENDA COST MINI LOVELY FRI M1 7891027356606 PC/4;60.18
7891027347826;7891027347826;347825;AGENDA COST PERM SONIC 2D M4 7891027347826 PC/5;54.01
7891027393847;7891027393847;393843;AGENDA ESP CAPYCLUB M3 7891027393847 PC/4;44.15
7891027302344;7891027302344;302341;AGENDA ESP PLANNER POOH M7 7891027302344 PC/4;93.9
7891027314316;7891027314316;314315;AGENDA GRAMP PLANNER HAPPY M7 7891027314316 PC/5;41.72
7891027393885;7891027393885;393886;AGENDA GRAMP PLANNER POOH M7 7891027393885 PC/5;50.36
7891027393892;7891027393892;393894;AGENDA GRAMP PLANNER SNOOPY M7 7891027393892 PC/5;50.36
7891027140373;7891027140373;140376;AGENDA COST PLANNER LUME M5 7891027140373 PC/4;79.73
7891027130251;7891027130251;130257;AGENDA GRAMP PLANNER CAMBR M7 7891027130251 PC/10;83.44
7891027291242;7891027291242;291242;CALENDARIO PLANNER MESA SOHO 7891027291242 PC/5;24.31
900787842;;900787842;FALSO TECIDO POLIPROPILENO SUP;1
9007871143;;9007871143;FALSO TECIDO POLIESTER IMPREGN;1
7891360400530;7891360400530;2001BPRN/144;ECOLAPIS GRAFITE GRIP PRETO LATA 144 PC FSC* (1 X 144) 7891360400530;150.79
7891360650720;7891360650720;OF/FC6M;FITA CORRETIVA MINI 5MM X 6M (1 X 16) 7891360650720;98.29
7891360674726;7891360674726;11.1200NTP;MULTICOLOR SUPER 12 CORES TONS DE PELE (1 X 12) 7891360674726;79.08
7891360683544;7891360683544;MINIBOXP;APONTADOR MINIBOX - POTE ( 1 X 25 ) 7891360683544;80.71
7896326900055;7896326900055;52.34;C-17GRAMPEADOR CIS P/20 FLS BRANCO;12.78
7896326900253;7896326900253;52.35;C-17GRAMPEADOR CIS P/20 FLS AZUL;12.78
7896326900307;7896326900307;52.36;C-17GRAMPEADOR CIS P/20 FLS ROSA;12.78
7896326900444;7896326900444;52.37;C-17GRAMPEADOR CIS P/20 FLS VERDE;12.78
7896326909157;7896326909157;53.61;C-18 GRAMPEADOR CISPT P/25 FLS;22.35
7896326909225;7896326909225;53.62;C-18 GRAMPEADOR CIS VMP/25 FLS;22.35
7896326925683;7896326925683;5.58;CIS-74SCOLA DE SILICONE BASTAO FINO;44
7896326916667;7896326916667;54.06;C-6 GRAMPEADOR CIS VERDE P/15 FLS;5.8
7896326916698;7896326916698;54.07;C-6 GRAMPEADOR CIS ROSA P/15 FLS;5.8
7896326916834;7896326916834;54.08;C-6 GRAMPEADOR CIS AZULP/15 FLS;5.8
7896326911990;7896326911990;240.92;TS-85TES. MULTIUSO CIS BLISTER C/1;9.92
7896326987834;7896326987834;46.94;88/040 STABILO POINT VERMELH NEON C/10;42.89
7896326910498;7896326910498;118.88;88/13STABILO POINT VERDE AGUA CXC/10;42.89
7896326919866;7896326919866;17.22;UM-120 CANETA SIGNO 0,7 AZUL CX C/12;49.39
7909438050393;7909438050393;30.4403;UMEDECEDOR DE DEDOS CIS CX C/12;33.34
7909438071749;7909438071749;5.8383;CANETA APAG CIS FANTASIA CUBE DP C/18 UN;77.88
7909438070155;7909438070155;5.8292;CANETA CIS PENTONIC CLR CX 12 UN AZUL;27.48
7909438070186;7909438070186;5.8293;CANETA CIS PENTONIC CLR CX C/12 UN PRETA;27.48
7909438071206;7909438071206;5.8356;CIS MINI LUMINI MARCA TEXTO BL C/4;5.61
7909438070858;7909438070858;5.8342;CIS CANETA ZOOX D7 1.4MM CX C/12 UN SORT;51.3
7909438072104;7909438072104;5.8395;CANETA CIS MOVE RT CX C/12 UN AZUL;19.85
7909438066172;7909438066172;5.8117;LAPIS CIS FANTASIA ANIMAIS POTE C/24;50.6
17899588009914;17899588009914;22426;REGUA MINNIE 15CM BOLSA C/ 1 UN;3.89
17899588004049;17899588004049;22697;GRAMPEADOR MINI MICKEY BT C/1;14.87
77898538004490;77898538004490;22356;LAPIS PRETO MINNIE - TUBO C/48;74.08
7898538293352;7898538293352;22366;BORRACHA MINNIE CX 20;46.1
17899588006265;17899588006265;22419;TESOURA OFFICE MINNIE BT C/1;18.5
17899588015304;17899588015304;40545;BORRACHA LOTSO CX C/ 24 UN;46.1
17899588007491;17899588007491;22674;TESOURA OFFICE MICKEY BT C/1 UNID;18.14
5601229873007;5601229873007;16080;TESOURA SPIDER-MAN BT C/1;12.22
5601229857021;5601229857021;15185;APONTADOR SPIDERMAN COPO C/36;76.16
17899588007620;17899588007620;31315;KIT ESCOLAR STITCH BT C/5 UN (1CAN,2LAPIS,1BORR,1APONT);14.67
17899588012549;17899588012549;32775;APONTADOR C/ DEPOSITO PIXAR PT C/ 36 UN;76.16
7898538003715;7898538003715;22279;TESOURA ESCOLAR AVENGERS - BL C/ 1;12.22
17899588010118;17899588010118;22437;KIT FACE MINNIE C/7 (1EST METAL-3 LAPIS-1 REGUA 15CM-1 AP-1 BORR);43.71
17899588002793;17899588002793;22376;APONTADOR FACE MINNIE CP C/32;74.2
7898538292911;7898538292911;22275;APONTADOR AVENGERS COPO C/ 36;76.16
17898538001206;17898538001206;31329;KIT ESPECIAL STITCH BT C/7 ITENS(1 EST. 03LAP. BORR. APONT.REGUA);46.6
17899588007637;17899588007637;31324;LAPIS PRETO HB STITCH TB C/48 UN;76.13
17899588007651;17899588007651;31345;BORRACHA STITCH CX C/ 20 UN;47.96
17899588015335;17899588015335;40555;APONTADOR C/ DEPOSITO LOTSO POTE C/36 UN;78.45
77898538003417;77898538003417;22673;TESOURA MICKEY BT C/1;12.22
17899588012334;17899588012334;31353;APONTADOR C/ DEPOSITO STITCH PT C/36 UN;80.7
15601229856984;15601229856984;14185;BORRACHA  CX.20 SPIDERMAN;46.1
17899588012341;17899588012341;31385;TESOURA ESCOLAR STITCH BT C/1 UN;13.08
7898538292881;7898538292881;22265;BORRACHA AVENGERS CX C/20;46.1
17899588009907;17899588009907;31398;REGUA STITCH 15CM BOLSA C/ 1 UN;3.72
7898538001100;7898538001100;22675;APONTADOR MICKEY CP C/ 36;73.92
7898538293420;7898538293420;22374;TESOURA MINNIE BT C/1;12.22
17899588012501;17899588012501;32746;BORRACHA PIXAR CX C/24 UN;50.18
17899588010088;17899588010088;5178;KIT FACE SPIDERMAN C/7 (1EST METAL-3 LAPIS-1 REGUA 15CM-1 AP-1 BORR);41.43
77898538007996;77898538007996;22654;LAPIS PRETO MICKEY C/ BORRACHA - TB C/ 48;74.08
7908615807713;7908615807713;CIMD3366;CADERNO ISA AKKARI ROSE KEY - MEDIO;79
7908615807706;7908615807706;CIA52366;CADERNO ISA AKKARI ROSE KEY - A5;59
7894494775932;7894494775932;CIGD4344;CADERNO HELLO KITTY - GRANDE;89.6
7894494775949;7894494775949;CIMD3344;CADERNO HELLO KITTY - MEDIO;78.9
7894494776021;7894494776021;CIMD3345;CADERNO MENTOS - MEDIO;78.9
7908615807225;7908615807225;CIMD3361;CADERNO CAPPUCCINO - MEDIO;74.25
7908615807232;7908615807232;CIGD4361;CADERNO CAPPUCCINO - GRANDE;82.5
7908615807218;7908615807218;CIA52361;CADERNO CAPPUCCINO - A5;52.2
7908615807133;7908615807133;CIA52359;CADERNO MOCHA - A5;52.2
7908615807157;7908615807157;CIGD4359;CADERNO MOCHA - GRANDE;82.5
7908615807140;7908615807140;CIMD3359;CADERNO MOCHA - MEDIO;74.25
7908615807171;7908615807171;CIA52360;CADERNO LATTE - A5;52.2
7908615807195;7908615807195;CIGD4360;CADERNO LATTE - GRANDE;82.5
7908615807188;7908615807188;CIMD3360;CADERNO LATTE - MEDIO;74.25
7895098728614;7895098728614;CIRG4003;REFIL PAUTADO - GRANDE 90G;14.38
7898539392122;7898539392122;CIRM3003;REFIL PAUTADO - MEDIO 90G;12.42
7895098728218;7895098728218;CIRA2004;REFIL PAUTADO - A5 90G;10.75
7898539399312;7898539399312;CIDG4001;DIVISORIAS BASICAS - GRANDE;11.48
7895098730549;7895098730549;CIDM3001;DIVISORIAS BASICAS - MEDIO;10.44
7898533939880;7898533939880;CI312002;DISCOS + ELASTICO PRETO - G (31MM);13
7895098727822;7895098727822;CI312001;DISCOS + ELASTICO BRANCO - G (31MM);13
7895099703993;7895099703993;CIGD4079;CADERNO AZUL PASTEL - GRANDE;72.68
7895099704037;7895099704037;CIMD3079;CADERNO AZUL PASTEL - MEDIO;64.55
7891027357047;7891027357047;357049;CAD CD UNIV HIT FEM 1M 80F 7891027357047 PC/4;21.59
7891027357092;7891027357092;357090;CAD CD UNIV HIT MASC 1M 80F 7891027357092 PC/4;21.59
7891027340605;7891027340605;340600;CAD CD UNIV LUNIX 1M 80F 7891027340605 PC/4;24.28
7891027349196;7891027349196;349194;CAD CD UNIV SPICE FEM 1M 80F 7891027349196 PC/4;22.72
7891027349165;7891027349165;349160;CAD CD UNIV SPICE MASC 1M 80F 7891027349165 PC/4;22.72
7891027357030;7891027357030;357031;CAD CD UNIV HIT FEM 10M 160 7891027357030 PC/4;38.8
7891027357085;7891027357085;357081;CAD CD UNIV HIT MASC 10M 160F 7891027357085 PC/4;38.8
7891027340612;7891027340612;340618;CAD CD UNIV LUNIX 10M 160F 7891027340612 PC/4;43.16
7891027349158;7891027349158;349151;CAD CD UNIV SPICE FEM 10M 160 7891027349158 PC/4;40.42
7891027349189;7891027349189;349186;CAD CD UNIV SPICE MAS 10M 160F 7891027349189 PC/4;40.42
7891027357054;7891027357054;357057;CAD CD UNIV HIT FEM 12M 192 7891027357054 PC/4;52.24
7891027357108;7891027357108;357103;CAD CD UNIV HIT MASC 12M 192F 7891027357108 PC/4;52.24
7891027349257;7891027349257;349259;CAD CD UNIV SPICE FEM 12M 192 7891027349257 PC/4;54.39
7891027349387;7891027349387;349381;CAD CD UNIV SPICE MAS 12M 192F 7891027349387 PC/4;54.39
7891027357061;7891027357061;357065;CAD CD UNIV HIT FEM 16M 256 7891027357061 PC/2;32.9
7891027357115;7891027357115;357111;CAD CD UNIV HIT MASC 16M 256F 7891027357115 PC/2;32.9
7891027340629;7891027340629;340626;CAD CD UNIV LUNIX 16M 256F 7891027340629 PC/2;36.78
7891027349202;7891027349202;349208;CAD CD UNIV SPICE FEM 16M 256 7891027349202 PC/2;34.27
7891027349172;7891027349172;349178;CAD CD UNIV SPICE MAS 16M 256F 7891027349172 PC/2;34.27
7891027357078;7891027357078;357073;CAD CD UNIV HIT FEM 20M 320 7891027357078 PC/2;40.13
7891027357122;7891027357122;357120;CAD CD UNIV HIT MASC 20M 320F 7891027357122 PC/2;40.13
7891027340636;7891027340636;340634;CAD CD UNIV LUNIX 20M 320F 7891027340636 PC/2;44.82
7891027349394;7891027349394;349399;CAD CD UNIV SPICE FEM 20M 320 7891027349394 PC/2;41.8
7891027349400;7891027349400;349402;CAD CD UNIV SPICE MAS 20M 320F 7891027349400 PC/2;41.8
7891027395841;7891027395841;395846;CAD CD UNIV BLOOM 1M 80F 7891027395841 PC/4;29.99
7891027139247;7891027139247;139246;CAD CD UNIV D+ FEM 1M 96F 7891027139247 PC/4;33.07
7891027392369;7891027392369;392367;CAD CD UNIV FLIP+ FEM 1M 96F 7891027392369 PC/4;34.03
7891027394257;7891027394257;394254;CAD CD UNIV FLIP+ MASC 1M 96F 7891027394257 PC/4;34.03
7891027395919;7891027395919;395919;CAD CD UNIV HOLLY 1M 80F 7891027395919 PC/4;29.99
7891027314125;7891027314125;314129;CAD CD UNIV HUG ME 1M 80F 7891027314125 PC/4;29.99
7891027395964;7891027395964;395960;CAD CD UNIV STRONG 1M 80F 7891027395964 PC/4;29.99
7891027304782;7891027304782;304786;CAD CD UNIV X-RACING 1M 80F 7891027304782 PC/4;29.99
7891027394462;7891027394462;394467;CAD CD UNIV ZOOM+ FEM 1M 96F 7891027394462 PC/4;28.1
7891027394578;7891027394578;394572;CAD CD UNIV ZOOM+ MASC 1M 96F 7891027394578 PC/4;28.1
7891027395834;7891027395834;395838;CAD CD UNIV BLOOM 10M 160F 7891027395834 PC/4;51.82
7891027127961;7891027127961;127965;CAD CD UNIV D+ MASC 10M 200F 7891027127961 PC/4;58.48
7891027392024;7891027392024;392022;CAD CD UNIV FLIP+ FEM 10M 200F 7891027392024 PC/4;59.93
7891027394240;7891027394240;394246;CAD CD UNIV FLIP+ MAS 10M 200F 7891027394240 PC/4;59.93
7891027395902;7891027395902;395901;CAD CD UNIV HOLLY 10M 160F 7891027395902 PC/4;51.82
7891027314132;7891027314132;314137;CAD CD UNIV HUG ME 10M 160F 7891027314132 PC/4;51.82
7891027395957;7891027395957;395951;CAD CD UNIV STRONG 10M 160F 7891027395957 PC/4;51.82
7891027304775;7891027304775;304778;CAD CD UNIV X-RACING 10M 160F 7891027304775 PC/4;51.82
7891027394455;7891027394455;394459;CAD CD UNIV ZOOM+ FEM 10M 200F 7891027394455 PC/4;49.72
7891027394561;7891027394561;394564;CAD CD UNIV ZOOM+ MAS 10M 200F 7891027394561 PC/4;49.72
7891027127978;7891027127978;127973;CAD CD UNIV D+ MASC 12M 240F 7891027127978 PC/4;68.91
7891027393014;7891027393014;393011;CAD CD UNIV FLIP+ FEM 12M 240F 7891027393014 PC/4;70.58
7891027394264;7891027394264;394262;CAD CD UNIV FLIP+ MAS 12M 240F 7891027394264 PC/4;70.58
7891027395971;7891027395971;395978;CAD CD UNIV STRONG 12M 192F 7891027395971 PC/4;62.18
7891027394479;7891027394479;394475;CAD CD UNIV ZOOM+ FEM 12M 240F 7891027394479 PC/4;58.56
7891027394585;7891027394585;394581;CAD CD UNIV ZOOM+ MAS 12M 240F 7891027394585 PC/4;58.56
7891027395612;7891027395612;395617;CAD CD UNIV BLOOM 16M 256F 7891027395612 PC/2;40.75
7891027127985;7891027127985;127981;CAD CD UNIV D+ MASC 16M 320F 7891027127985 PC/2;46.17
7891027394226;7891027394226;394220;CAD CD UNIV FLIP+ FEM 16M 320F 7891027394226 PC/2;47.28
7891027394271;7891027394271;394271;CAD CD UNIV FLIP+ MAS 16M 320F 7891027394271 PC/2;47.28
7891027395926;7891027395926;395927;CAD CD UNIV HOLLY 16M 256F 7891027395926 PC/2;40.75
7891027316372;7891027316372;316377;CAD CD UNIV HUG ME 16M 256F 7891027316372 PC/2;40.75
7891027395988;7891027395988;395986;CAD CD UNIV STRONG 16M 256F 7891027395988 PC/2;40.75
7891027394486;7891027394486;394483;CAD CD UNIV ZOOM+ FEM 16M 320F 7891027394486 PC/2;39.24
7891027394592;7891027394592;394599;CAD CD UNIV ZOOM+ MAS 16M 320F 7891027394592 PC/2;39.24
7891027395629;7891027395629;395625;CAD CD UNIV BLOOM 20M 320F 7891027395629 PC/2;51.87
7891027139360;7891027139360;139360;CAD CD UNIV D+ FEM 20M 400F 7891027139360 PC/2;58.85
7891027394233;7891027394233;394238;CAD CD UNIV FLIP+ FEM 20M 400F 7891027394233 PC/2;60.29
7891027394288;7891027394288;394289;CAD CD UNIV FLIP+ MAS 20M 400F 7891027394288 PC/2;60.29
7891027395933;7891027395933;395935;CAD CD UNIV HOLLY 20M 320F 7891027395933 PC/2;51.87
7891027316396;7891027316396;316393;CAD CD UNIV HUG ME 20M 320F 7891027316396 PC/2;51.87
7891027395995;7891027395995;395994;CAD CD UNIV STRONG 20M 320F 7891027395995 PC/2;51.87
7891027394493;7891027394493;394491;CAD CD UNIV ZOOM+ FEM 20M 400F 7891027394493 PC/2;50.01
7891027394608;7891027394608;394602;CAD CD UNIV ZOOM+ MAS 20M 400F 7891027394608 PC/2;50.01
7891027356279;7891027356279;356271;CAD CD UNIV ABACUTE 1M 80F 7891027356279 PC/4;46.39
7891027359140;7891027359140;359149;CAD CD UNIV BE BERRY 1M 80F 7891027359140 PC/4;46.39
7891027359201;7891027359201;359203;CAD CD UNIV CAPYCLUB 1M 80F 7891027359201 PC/4;49.72
7891027294366;7891027294366;294365;CAD CD UNIV MAGIC 1M 80F 7891027294366 PC/4;49.72
7891027350055;7891027350055;350052;CAD CD UNIV PURRFECT CATS 1M80 7891027350055 PC/4;51.95
7891027309640;7891027309640;309648;CAD CD UNIV RAPTOR 1M 80F 7891027309640 PC/4;46.39
7891027340759;7891027340759;340758;CAD CD UNIV SOHO 1M 80F 7891027340759 PC/4;49.72
7891027396091;7891027396091;396095;CAD CPP UNIV NEON FIT F 1M 80 7891027396091 PC/5;74.66
7891027294359;7891027294359;294357;CAD CD UNIV MAGIC 10M 160F 7891027294359 PC/4;86.05
7891027350048;7891027350048;350044;CAD CD UNIV PURRFEC CAT 10M160 7891027350048 PC/4;89.96
7891027340742;7891027340742;340740;CAD CD UNIV SOHO 10M 160F 7891027340742 PC/4;86.05
7891027397166;7891027397166;397164;CAD CD UNIV CAPYCLUB 12M 192F 7891027397166 PC/4;93.66
7891027350888;7891027350888;350885;CAD CD UNIV MAGIC 12M 192F 7891027350888 PC/4;93.66
7891027397272;7891027397272;397270;CAD CD UNIV CAPYCLUB 16M 256F 7891027397272 PC/2;62.96
7891027295417;7891027295417;295418;CAD CD UNIV MAGIC 16M 256F 7891027295417 PC/2;62.96
7891027397289;7891027397289;397288;CAD CD UNIV CAPYCLUB 20M 320F 7891027397289 PC/2;76.88
7891027340841;7891027340841;340847;CAD CD UNIV MAGIC 20M 320F 7891027340841 PC/2;76.88
7891027308452;7891027308452;308455;CAD CD UNIV CAPRICHO 1M 80F 7891027308452 PC/4;62.67
7891027357726;7891027357726;357723;CAD CD UNIV MOANA 1M 80F 7891027357726 PC/4;82.79
7891027309411;7891027309411;309419;CAD CD UNIV NASA 1M 80F 7891027309411 PC/4;73.73
7891027340445;7891027340445;340448;CAD CD UNIV ONE PIEC 1M 80F 7891027340445 PC/4;79.83
7891027308285;7891027308285;308285;CAD CD UNIV POOH 1M 80F 7891027308285 PC/4;82.79
7891027394707;7891027394707;394700;CAD CD UNIV QUARTETO 1M 80F 7891027394707 PC/4;73.73
7891027396053;7891027396053;396052;CAD CD UNIV SNOOPY FIT 1M 80F 7891027396053 PC/4;60.81
7891027308230;7891027308230;308234;CAD CD UNIV SNOOPY 1M 80F 7891027308230 PC/4;82.79
7891027394684;7891027394684;394688;CAD CD UNIV THUNDERBOLTS 1M80F 7891027394684 PC/4;73.73
7891027308469;7891027308469;308463;CAD CD UNIV CAPRIC 10M 160F 7891027308469 PC/4;98.03
7891027309442;7891027309442;309443;CAD CD UNIV NASA 10M 160F 7891027309442 PC/4;115.33
7891027340452;7891027340452;340456;CAD CD UNIV ONE PI 10M 160F 7891027340452 PC/4;124.9
7891027308292;7891027308292;308293;CAD CD UNIV POOH 10M 160F 7891027308292 PC/4;129.55
7891027359997;7891027359997;359998;CAD CD UNIV PRINCES FIT 10M160 7891027359997 PC/4;96.84
7891027394691;7891027394691;394696;CAD CD UNIV QUARTETO 10M 160F 7891027394691 PC/4;115.33
7891027396046;7891027396046;396044;CAD CD UNIV SNOOPY FIT 10M 160 7891027396046 PC/4;96.84
7891027308247;7891027308247;308242;CAD CD UNIV SNOOPY 10M 160F 7891027308247 PC/4;129.55
7891027394677;7891027394677;394670;CAD CD UNIV THUNDERBOLTS 10M 7891027394677 PC/4;115.33
7891027308476;7891027308476;308471;CAD CD UNIV CAPRICHO 12M 192F 7891027308476 PC/4;123.12
7891027308070;7891027308070;308072;CAD CD UNIV CAPRICHO 16M 256F 7891027308070 PC/2;78.35
7891027398040;7891027398040;398047;CAD CD UNIV POOH 16M 256F 7891027398040 PC/2;103.62
7891027342289;7891027342289;342289;CAD CD UNIV SIMPSONS 16M 256F 7891027342289 PC/2;85.1
7891027308483;7891027308483;308480;CAD CD UNIV CAPRICHO 20M 320F 7891027308483 PC/2;91.34
7891027236724;7891027236724;236721;CAD FX UNIV PEPPER FEM 1M 80F 7891027236724 PC/4;19.27
7891027230067;7891027230067;230065;CAD CD COLEG LUNIX 1M 80F 7891027230067 PC/4;22.86
7891027395711;7891027395711;395714;CAD CD COLEG SPICE FEM 1M 80F 7891027395711 PC/4;21.3
7891027230098;7891027230098;230090;CAD CD COLEG LUNIX 10M 160F 7891027230098 PC/4;41.05
7891027395698;7891027395698;395692;CAD CD COLEG SPICE FEM 10M 160 7891027395698 PC/4;38.26
7891027158897;7891027158897;158895;CAD FL SOL ARG UN FUR UN96 7891027158897 CXM/20;188.13
7891027395599;7891027395599;395595;CAD BROCH CD 1/4 HOLLY 80F 7891027395599 PC/5;20.99
7891027359485;7891027359485;359483;CAD BROCH CD UN CAPYCLUB 80F 7891027359485 PC/5;61.38
7891027309541;7891027309541;309541;CAD BROCH CD UN RAPTOR 80F 7891027309541 PC/5;52.3
7891027395230;7891027395230;395234;CAD BROC CD COLEG SNOOPY 80F 7891027395230 PC/4;69.84
7891027308865;7891027308865;308862;CAD BROCH CD UN MINNIE 80F 7891027308865 PC/5;87.15
7891027340421;7891027340421;340421;CAD BROCH CD UN ONE PIECE 80F 7891027340421 PC/5;84
7891027308810;7891027308810;308811;CAD BROCH CD UN PRINCESAS 80F 7891027308810 PC/5;87.15
7891027349950;7891027349950;349950;CAD BROCH CD UN SNOOPY 80F 7891027349950 PC/5;87.15
7891027308940;7891027308940;308943;CAD BROCH CD UN SPIDER MAN 80 7891027308940 PC/5;87.15
7891027235888;7891027235888;235881;CAD BROCH CD UN PEPPER AM 80F 7891027235888 PC/5;26.5
7891027233655;7891027233655;233650;CAD BROCH CD UN PEPPER AZ 80F 7891027233655 PC/5;26.5
7891027236786;7891027236786;236781;CAD BROCH CD UN PEPPER PT 80F 7891027236786 PC/5;26.5
7891027235918;7891027235918;235911;CAD BROCH CD UN PEPPER VD 80F 7891027235918 PC/5;26.5
7891027149789;7891027149789;149781;CAD BROCH CD CALIG MINNIE 40F 7891027149789 PC/5;62.09
7891027178789;7891027178789;178781;CAD ESP CD CART D+ FEM 96F 7891027178789 PC/4;38.16
